id,address,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source"
1169,"Pier 6, Brooklyn Bridge Park, Atlantic Avenue and Furman Street, Brooklyn, NY",40.585798,-73.963651,0.9,street_center,"E 6th St",,"Brooklyn, NY 11235",,"E 6th St",,,Brooklyn,NY,"Kings County",11235,US,"TIGER/Line® dataset from the US Census Bureau"
1170,"Multi-Use Room, Greenbelt Recreation Center, 501 Brielle Avenue, Staten Island, NY",40.591722,-74.139209,1,rooftop,"501 Brielle Ave",,"Staten Island, NY 10314",501,"Brielle Ave",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
1171,"Multipurpose Room, Betsy Head Park, Blake Ave., Dumont Ave. bet. Thomas Boyland St. and Bristol St. , Brooklyn, NY",40.653302,-73.908472,1,street_center,"Bristol St",,"Brooklyn, NY 11236",,"Bristol St",,,Brooklyn,NY,"Kings County",11236,US,"TIGER/Line® dataset from the US Census Bureau"
1172,"Athletic Courts, Torsney Playground, Skillman Ave. bet. 41 St. and 43 St., Queens, NY",40.767607,-73.908661,1,street_center,"43rd St",,"Astoria, NY 11103",,"43rd St",,,Astoria,NY,"Queens County",11103,US,"TIGER/Line® dataset from the US Census Bureau"
1173,"Pure Life Movement Studio, 7217 13th Ave, Brooklyn, NY 11228",40.621534,-74.005961,1,rooftop,"7217 13th Ave",,"Brooklyn, NY 11228",7217,"13th Ave",,,Brooklyn,NY,"Kings County",11228,US,"City of New York"
1174,"Sunnyside Community Services, 43-31 39th St, Queens, NY",40.744961,-73.925802,1,rooftop,"43-31 39th St",,"Sunnyside, NY 11104",43-31,"39th St",,,Sunnyside,NY,"Queens County",11104,US,"City of New York"
1175,"Brooklyn Public Library - Kings Highway Branch, 2115 Ocean Ave Brooklyn, New York United States, 11229",40.610289,-73.953252,1,rooftop,"2115 Ocean Ave",,"Brooklyn, NY 11229",2115,"Ocean Ave",,,Brooklyn,NY,"Kings County",11229,US,"City of New York"
1176,"Multi-Use Room, Williamsbridge Oval Recreation Center, 3225 Reservoir Oval East, Bronx, NY",40.876102,-73.878067,1,street_center,"Reservoir Oval E",,"Bronx, NY 10467",,"Reservoir Oval E",,,Bronx,NY,"Bronx County",10467,US,"TIGER/Line® dataset from the US Census Bureau"
1177,"Multi-Use Room, J. Hood Wright Recreation Center, 351 Fort Washington Avenue, Manhattan, NY",40.846394,-73.940449,1,rooftop,"351 Ft Washington Ave",,"New York, NY 10033",351,"Ft Washington Ave",,,"New York",NY,"New York County",10033,US,"City of New York"
1178,"Oak Ridge, Forest Park, Queens, NY",40.602682,-73.739713,1,street_center,"Oak Dr",,"Far Rockaway, NY 11691",,"Oak Dr",,,"Far Rockaway",NY,"Queens County",11691,US,"TIGER/Line® dataset from the US Census Bureau"
1179,"Dance Room, Highbridge Recreation Center, 2301 Amsterdam Avenue, Manhattan, NY",40.842852,-73.934363,1,rooftop,"2301 Amsterdam Ave",,"New York, NY 10033",2301,"Amsterdam Ave",,,"New York",NY,"New York County",10033,US,"City of New York"
1180,"NYPL - Countee Cullen Library, 104 W 136th St New York, New York United States, 10030",40.814971,-73.941064,1,rooftop,"104 W 136th St",,"New York, NY 10030",104,"W 136th St",,,"New York",NY,"New York County",10030,US,"City of New York"
1181,"Rock Climbing Wall Room, Gertrude Ederle Recreation Center, 232 W. 60th St., Manhattan, NY",40.769615,-73.983773,1,street_center,"W 60th St",,"New York, NY 10023",,"W 60th St",,,"New York",NY,"New York County",10023,US,"TIGER/Line® dataset from the US Census Bureau"
1182,"Brooklyn Botanic Garden, 1000 Washington Avenue, Brooklyn, NY",40.667587,-73.961977,1,rooftop,"1000 Washington Ave",,"Brooklyn, NY 11225",1000,"Washington Ave",,,Brooklyn,NY,"Kings County",11225,US,"City of New York"
1183,"Brownsville Neighborhood Health Action Center, 259 Bristol Street, Brooklyn, NY",40.664807,-73.911289,1,rooftop,"259 Bristol St",,"Brooklyn, NY 11212",259,"Bristol St",,,Brooklyn,NY,"Kings County",11212,US,"City of New York"
1184,"Hudson Guild Fulton Community Center, 119 9th Ave New York, New York United States, 10001",40.743252,-74.003941,1,rooftop,"119 9th Ave",,"New York, NY 10011",119,"9th Ave",,,"New York",NY,"New York County",10011,US,"City of New York"
1185,"Dance Room, St. James Recreation Center, 2530 Jerome Ave, The Bronx, NY 10468, Bronx",40.864501,-73.899147,1,rooftop,"2530 Jerome Ave",,"Bronx, NY 10468",2530,"Jerome Ave",,,Bronx,NY,"Bronx County",10468,US,"City of New York"
1186,"Queensbridge Park House, Queensboro Bridge, 41 Rd., 40 Ave. bet. The East River, Vernon Blvd., and 21 St., Queens, NY",40.753998,-73.94243,1,intersection,"21st St and 41st Ave",,"Long Island City, NY 11101",,"21st St",,,"Long Island City",NY,"Queens County",11101,US,"© OpenStreetMap contributors"
1187,"Fit4Dance NYC, 21 Snyder Ave Brooklyn, New York United States, 11226, Brooklyn",40.648683,-73.957287,1,rooftop,"21 Snyder Ave",,"Brooklyn, NY 11226",21,"Snyder Ave",,,Brooklyn,NY,"Kings County",11226,US,"City of New York"
1188,"Queens Public Library - Corona, 38-23 104th St., Corona, NY 11368, Queens",40.750873,-73.862076,1,rooftop,"38-23 104th St",,"Corona, NY 11368",38-23,"104th St",,,Corona,NY,"Queens County",11368,US,"City of New York"
1189,"Queens Public Library - Bayside, 214-20 Northern Blvd Bayside, New York United States, 11361, Queens",40.760222,-73.768439,1,rooftop,"214-20 Northern Blvd",,"Bayside, NY 11361",214-20,"Northern Blvd",,,Bayside,NY,"Queens County",11361,US,"City of New York"
1190,"Multi-Use Room D, McCarren Play Center, 776 Lorimer Street, Brooklyn, NY",40.720204,-73.950049,1,rooftop,"776 Lorimer St",,"Brooklyn, NY 11222",776,"Lorimer St",,,Brooklyn,NY,"Kings County",11222,US,"City of New York"
1191,"Queens Public Library - East Elmhurst, 95-06 Astoria Blvd Queens, New York United States, 11369, Queens",40.762575,-73.873952,1,rooftop,"95-6 Astoria Blvd",,"East Elmhurst, NY 11369",95-6,"Astoria Blvd",,,"East Elmhurst",NY,"Queens County",11369,US,"City of New York"
1192,"Queens Public Library - Broadway, 40-20 Broadway, Long Island City, Queens, NY",40.7586,-73.918473,1,rooftop,"40-20 Broadway",,"Astoria, NY 11103",40-20,Broadway,,,Astoria,NY,"Queens County",11103,US,"City of New York"
1193,"Queens Public Library - Sunnyside, 43-06 Greenpoint Avenue, Queens, NY",40.740912,-73.921701,0.99,rooftop,"43-6 Greenpoint Ave",,"Brooklyn, NY 11222",43-6,"Greenpoint Ave",,,Brooklyn,NY,"Queens County",11222,US,"City of New York"
1194,"Dance Room, Thomas Jefferson Recreation Center, 2180 First Avenue, Manhattan, NY",40.736067,-73.97898,1,street_center,"1st Ave",,"New York, NY 10010",,"1st Ave",,,"New York",NY,"New York County",10010,US,"TIGER/Line® dataset from the US Census Bureau"
1195,"Dance Room, Chelsea Recreation Center, 430 W. 25th Street, Manhattan, NY",40.748348,-74.001995,1,rooftop,"430 W 25th St",,"New York, NY 10001",430,"W 25th St",,,"New York",NY,"New York County",10001,US,"City of New York"
1196,"Stage, Hunts Point Recreation Center, 765 Manida Street, Bronx, NY, Bronx",40.815,-73.889071,1,rooftop,"765 Manida St",,"Bronx, NY 10474",765,"Manida St",,,Bronx,NY,"Bronx County",10474,US,"City of New York"
1197,"United Nations Ave South Entrance, Flushing Meadows Corona Park, Grand Central Pkwy, Van Wyck Exwy, Queens, NY",40.744419,-73.844695,1,street_center,"United Nations Ave S",,"Corona, NY 11368",,"United Nations Ave S",,,Corona,NY,"Queens County",11368,US,"TIGER/Line® dataset from the US Census Bureau"
1198,"Multi-Use Room, Greenbelt Recreation Center, 501 Brielle Avenue, Staten Island, NY",40.591722,-74.139209,1,rooftop,"501 Brielle Ave",,"Staten Island, NY 10314",501,"Brielle Ave",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
1200,"Multipurpose Room, Betsy Head Park, Blake Ave., Dumont Ave. bet. Thomas Boyland St. and Bristol St. , Brooklyn, NY",40.653302,-73.908472,1,street_center,"Bristol St",,"Brooklyn, NY 11236",,"Bristol St",,,Brooklyn,NY,"Kings County",11236,US,"TIGER/Line® dataset from the US Census Bureau"
1201,"Athletic Courts, Torsney Playground, Skillman Ave. bet. 41 St. and 43 St., Queens, NY",40.767607,-73.908661,1,street_center,"43rd St",,"Astoria, NY 11103",,"43rd St",,,Astoria,NY,"Queens County",11103,US,"TIGER/Line® dataset from the US Census Bureau"
1202,"Dance Room, Constance Baker Motley Recreation Center, 348 East 54 Street, Manhattan, NY",40.756468,-73.964532,1,street_center,"E 54th St",,"New York, NY 10022",,"E 54th St",,,"New York",NY,"New York County",10022,US,"TIGER/Line® dataset from the US Census Bureau"
1203,"Brooklyn Public Library - Sheepshead Bay, 2636 E. 14th St Brooklyn, NY 11235",40.586985,-73.955283,1,rooftop,"2636 E 14th St",,"Brooklyn, NY 11235",2636,"E 14th St",,,Brooklyn,NY,"Kings County",11235,US,"City of New York"
1204,"Multi-Use Room, Williamsbridge Oval Recreation Center, 3225 Reservoir Oval East, Bronx, NY",40.876102,-73.878067,1,street_center,"Reservoir Oval E",,"Bronx, NY 10467",,"Reservoir Oval E",,,Bronx,NY,"Bronx County",10467,US,"TIGER/Line® dataset from the US Census Bureau"
1205,"Ryan Health- Chelsea Clinton Community Health Center, 645 10th Ave, New York, NY 10036, Manhattan",40.762072,-73.993927,1,rooftop,"645 10th Ave",,"New York, NY 10036",645,"10th Ave",,,"New York",NY,"New York County",10036,US,"City of New York"
1206,"NYC Department of Health and Mental Hygiene- Bedford-Stuyvesant Center, 485 Throop Ave Brooklyn, New York United States, 11221, Brooklyn",40.685554,-73.941283,1,rooftop,"485 Throop Ave",,"Brooklyn, NY 11221",485,"Throop Ave",,,Brooklyn,NY,"Kings County",11221,US,"City of New York"
1207,"NYC Department of Health and Mental Hygiene- East Harlem Neighborhood Health Action Center, 158 E 115th st New York, New York United States, 10029, Manhattan",40.797622,-73.941607,1,rooftop,"158 E 115th St",,"New York, NY 10029",158,"E 115th St",,,"New York",NY,"New York County",10029,US,"City of New York"
1208,"Gymnasium, Rev. T. Wendell Foster Park and Recreation Center, Jerome Av to River Av bet. E 164 St and McClellan St at Cromwell Ave , Bronx, NY",40.839516,-73.920488,1,street_center,"Cromwell Ave",,"Bronx, NY 10452",,"Cromwell Ave",,,Bronx,NY,"Bronx County",10452,US,"TIGER/Line® dataset from the US Census Bureau"
1209,"Seaman Avenue and Isham Street Entrance, Inwood Hill Park, Dyckman St, Hudson River, Harlem River S, Manhattan, NY",40.869877,-73.920897,1,intersection,"Isham St and Seaman Ave",,"New York, NY 10034",,"Isham St",,,"New York",NY,"New York County",10034,US,"© OpenStreetMap contributors"
1210,"Baisley Pond Park House, Rockaway & Sutphin Boulevards, Queens, NY",40.682066,-73.771573,0.93,street_center,"Baisley Blvd",,"Jamaica, NY 11434",,"Baisley Blvd",,,Jamaica,NY,"Queens County",11434,US,"TIGER/Line® dataset from the US Census Bureau"
1211,"Gymnasium (Court), Al Oerter Recreation Center, 131-40 Fowler Ave., Queens, NY",40.751669,-73.833948,1,street_center,"Fowler Ave",,"Flushing, NY 11355",,"Fowler Ave",,,Flushing,NY,"Queens County",11355,US,"TIGER/Line® dataset from the US Census Bureau"
1213,"Multi-Use Room, Greenbelt Recreation Center, 501 Brielle Avenue, Staten Island, NY",40.591722,-74.139209,1,rooftop,"501 Brielle Ave",,"Staten Island, NY 10314",501,"Brielle Ave",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
1214,"Gymnasium (Court), Al Oerter Recreation Center, 131-40 Fowler Ave., Queens, NY",40.751669,-73.833948,1,street_center,"Fowler Ave",,"Flushing, NY 11355",,"Fowler Ave",,,Flushing,NY,"Queens County",11355,US,"TIGER/Line® dataset from the US Census Bureau"
1215,"St. Mary's Annual 5K Start, East 149th and Eagle Ave, Bronx, NY",40.810341,-73.914756,1,street_center,"St Marys St",,"Bronx, NY 10454",,"St Marys St",,,Bronx,NY,"Bronx County",10454,US,"TIGER/Line® dataset from the US Census Bureau"
1216,"Lawn Near 79th Street Entrance, Shore Park and Parkway, 4 Ave., Shore Rd., Belt Pkwy., Verrazano Bridge, Brooklyn, NY",40.591234,-73.982243,1,range_interpolation,"4 Ave W",,"Brooklyn, NY 11223",4,"Ave W",,,Brooklyn,NY,"Kings County",11223,US,"TIGER/Line® from the US Census Bureau"
1217,"Elton Street and Jamaica Avenue, Highland Park, Highland Blvd, Jamaica Ave, Jackie Robinson Pkwy, Queens, NY",40.690629,-73.889069,1,street_center,"Jackie Robinson Pkwy",,"Ridgewood, NY 11385",,"Jackie Robinson Pkwy",,,Ridgewood,NY,"Queens County",11385,US,"OpenStreetMap Contributors"
1218,"Entrance to John Golden Park, 215th Place and 33rd Ave, Queens, NY",40.768106,-73.825086,1,street_center,"33rd Ave",,"Flushing, NY 11354",,"33rd Ave",,,Flushing,NY,"Queens County",11354,US,"TIGER/Line® dataset from the US Census Bureau"
1219,"Canarsie Park House, 88th Street and Seaview Avenue, Brooklyn, NY",40.632251,-73.89221,1,intersection,"Canarsie Rd and Seaview Ave",,"Brooklyn, NY 11236",,"Canarsie Rd",,,Brooklyn,NY,"Kings County",11236,US,"© OpenStreetMap contributors"
1220,"Astoria Park, Queens, NY",40.767525,-73.904162,0.9,street_center,"Astoria Blvd",,"Astoria, NY 11103",,"Astoria Blvd",,,Astoria,NY,"Queens County",11103,US,"TIGER/Line® dataset from the US Census Bureau"
1221,"Monsignor McGolrick Park, Msgr. McGolrick Park, Russell St., Monitor St. bet. Nassau Ave. and Driggs Ave., Brooklyn, NY",40.681685,-74.001497,0.75,street_center,"Monsignor Delveccio Pl",,"Brooklyn, NY 11231",,"Monsignor Delveccio Pl",,,Brooklyn,NY,"Kings County",11231,US,"TIGER/Line® dataset from the US Census Bureau"
1222,"Entrance - Lafayette Avenue and Morrison Avenue, Soundview Park, Bronx River, Bronx River Ave. bet. Lafayette Ave., Surf Dr. , Bronx, NY",40.80597,-73.851505,1,street_center,"Surf Dr",,"Bronx, NY 10473",,"Surf Dr",,,Bronx,NY,"Bronx County",10473,US,"TIGER/Line® dataset from the US Census Bureau"
1223,"Queens Community House Beacon @ PS 149, 93-11 34th Ave, Queens, NY",40.619633,-74.036807,0.98,range_interpolation,"149 93rd St",,"Brooklyn, NY 11209",149,"93rd St",,,Brooklyn,NY,"Kings County",11209,US,"TIGER/Line® from the US Census Bureau"
1224,"Dance Room, Thomas Jefferson Recreation Center, 2180 First Avenue, Manhattan, NY",40.736067,-73.97898,1,street_center,"1st Ave",,"New York, NY 10010",,"1st Ave",,,"New York",NY,"New York County",10010,US,"TIGER/Line® dataset from the US Census Bureau"
1225,"Gymnasium, St. John’s Recreation Center, 1251 Prospect Place, Brooklyn, NY",40.673739,-73.93487,1,rooftop,"1251 Prospect Pl",,"Brooklyn, NY 11213",1251,"Prospect Pl",,,Brooklyn,NY,"Kings County",11213,US,"City of New York"
1226,"Pier 35, East River Waterfront Esplanade, Rutgers Slip and South St, Manhattan, NY",40.746781,-73.978558,0.93,street_center,"E 35th St",,"New York, NY 10016",,"E 35th St",,,"New York",NY,"New York County",10016,US,"TIGER/Line® dataset from the US Census Bureau"
1227,"BPL- Macon Library, 361 Lewis Avenue, Brooklyn, Brooklyn, NY",40.682997,-73.934905,1,rooftop,"361 Lewis Ave",,"Brooklyn, NY 11233",361,"Lewis Ave",,,Brooklyn,NY,"Kings County",11233,US,"City of New York"
1228,"Queens Public Library - Cambria Heights, 218-13 Linden Blvd, Queens, NY 11411",40.695627,-73.741197,1,rooftop,"218-13 Linden Blvd",,"Cambria Heights, NY 11411",218-13,"Linden Blvd",,,"Cambria Heights",NY,"Queens County",11411,US,"City of New York"
1229,"Dance Room, Highbridge Recreation Center, 2301 Amsterdam Avenue, Manhattan, NY",40.842852,-73.934363,1,rooftop,"2301 Amsterdam Ave",,"New York, NY 10033",2301,"Amsterdam Ave",,,"New York",NY,"New York County",10033,US,"City of New York"
1230,"NYPL - Tompkins Square Library, 331 East 10th Street (btw Aves A&B), Manhattan, NY",40.727223,-73.980475,1,rooftop,"331 E 10th St",,"New York, NY 10009",331,"E 10th St",,,"New York",NY,"New York County",10009,US,"City of New York"
1231,"Queens Public Library - Far Rockaway, 1637 Central Ave Far Rockaway, New York, 11691",40.604311,-73.752606,1,rooftop,"16-37 Central Ave",,"Far Rockaway, NY 11691",16-37,"Central Ave",,,"Far Rockaway",NY,"Queens County",11691,US,"City of New York"
1232,"University Settlement - Atlantic Terminal Community Center, 501 Carlton Ave, Brooklyn, New York, United States, 11238, Brooklyn",40.682811,-73.970631,1,rooftop,"501 Carlton Ave",,"Brooklyn, NY 11238",501,"Carlton Ave",,,Brooklyn,NY,"Kings County",11238,US,"City of New York"
1233,"Dance Room, Chelsea Recreation Center, 430 W. 25th Street, Manhattan, NY",40.748348,-74.001995,1,rooftop,"430 W 25th St",,"New York, NY 10001",430,"W 25th St",,,"New York",NY,"New York County",10001,US,"City of New York"
1234,"Brooklyn Public Library - Marcy, 617 Dekalb Avenue, Brooklyn, NY 11216, Brooklyn",40.691501,-73.951274,1,rooftop,"617 Dekalb Ave",,"Brooklyn, NY 11216",617,"Dekalb Ave",,,Brooklyn,NY,"Kings County",11216,US,"City of New York"
1235,"Gymnasium, St. James Recreation Center, 2530 Jerome Ave, Bronx, NY 10468, Bronx",40.864501,-73.899147,1,rooftop,"2530 Jerome Ave",,"Bronx, NY 10468",2530,"Jerome Ave",,,Bronx,NY,"Bronx County",10468,US,"City of New York"
1236,"Dance Room, Constance Baker Motley Recreation Center, 348 East 54 Street, Manhattan, NY",40.756468,-73.964532,1,street_center,"E 54th St",,"New York, NY 10022",,"E 54th St",,,"New York",NY,"New York County",10022,US,"TIGER/Line® dataset from the US Census Bureau"
1237,"Conference House Park, Pittsville St., Hylan Blvd. Richard Ave., Staten Island, NY",40.509517,-74.224149,1,street_center,"Richard Ave",,"Staten Island, NY 10309",,"Richard Ave",,,"Staten Island",NY,"Richmond County",10309,US,"TIGER/Line® dataset from the US Census Bureau"
1238,"Carmine Carro Community Center, Marine Park, 3000 Fillmore Ave, Brooklyn, NY",40.607976,-73.937365,1,rooftop,"3000 Fillmore Ave",,"Brooklyn, NY 11234",3000,"Fillmore Ave",,,Brooklyn,NY,"Kings County",11234,US,"City of New York"
1239,"Cunningham Park Parking Lot, Union Turnpike and 197th Street, Queens, NY",40.711246,-73.763452,1,street_center,"197th St",,"Hollis, NY 11423",,"197th St",,,Hollis,NY,"Queens County",11423,US,"TIGER/Line® dataset from the US Census Bureau"
1240,"Multi-Use Room, Williamsbridge Oval Recreation Center, 3225 Reservoir Oval East, Bronx, NY",40.876102,-73.878067,1,street_center,"Reservoir Oval E",,"Bronx, NY 10467",,"Reservoir Oval E",,,Bronx,NY,"Bronx County",10467,US,"TIGER/Line® dataset from the US Census Bureau"
1241,"Multipurpose Room, Betsy Head Park, Blake Ave., Dumont Ave. bet. Thomas Boyland St. and Bristol St. , Brooklyn, NY",40.653302,-73.908472,1,street_center,"Bristol St",,"Brooklyn, NY 11236",,"Bristol St",,,Brooklyn,NY,"Kings County",11236,US,"TIGER/Line® dataset from the US Census Bureau"
1242,"Athletic Courts, Torsney Playground, Skillman Ave. bet. 41 St. and 43 St., Queens, NY",40.767607,-73.908661,1,street_center,"43rd St",,"Astoria, NY 11103",,"43rd St",,,Astoria,NY,"Queens County",11103,US,"TIGER/Line® dataset from the US Census Bureau"
1243,"Sunnyside Community Services, 43-31 39th St, Queens, NY",40.744961,-73.925802,1,rooftop,"43-31 39th St",,"Sunnyside, NY 11104",43-31,"39th St",,,Sunnyside,NY,"Queens County",11104,US,"City of New York"
1244,"Queens Public Library - Bayside, 214-20 Northern Blvd Bayside, New York United States, 11361, Queens",40.760222,-73.768439,1,rooftop,"214-20 Northern Blvd",,"Bayside, NY 11361",214-20,"Northern Blvd",,,Bayside,NY,"Queens County",11361,US,"City of New York"
1245,"Brooklyn Public Library - Kings Highway Branch, 2115 Ocean Ave Brooklyn, New York United States, 11229",40.610289,-73.953252,1,rooftop,"2115 Ocean Ave",,"Brooklyn, NY 11229",2115,"Ocean Ave",,,Brooklyn,NY,"Kings County",11229,US,"City of New York"
1246,"Multi-Use Room, Williamsbridge Oval Recreation Center, 3225 Reservoir Oval East, Bronx, NY",40.876102,-73.878067,1,street_center,"Reservoir Oval E",,"Bronx, NY 10467",,"Reservoir Oval E",,,Bronx,NY,"Bronx County",10467,US,"TIGER/Line® dataset from the US Census Bureau"
1247,"Queens Public Library - Corona, 38-23 104th St., Corona, NY 11368, Queens",40.750873,-73.862076,1,rooftop,"38-23 104th St",,"Corona, NY 11368",38-23,"104th St",,,Corona,NY,"Queens County",11368,US,"City of New York"
1248,"NYPL - Eastchester Library, 1385 Gun Hill Road, Bronx, NY",40.870104,-73.84516,1,rooftop,"1385 E Gun Hill Rd",,"Bronx, NY 10469",1385,"E Gun Hill Rd",,,Bronx,NY,"Bronx County",10469,US,"City of New York"
1249,"Multi-Use Room, Asser Levy Recreation Center, 392 Asser Levy Place, Manhattan, NY",40.736219,-73.975886,1,rooftop,"392 Asser Levy Pl",,"New York, NY 10010",392,"Asser Levy Pl",,,"New York",NY,"New York County",10010,US,"City of New York"
1250,"Ryan Health- Chelsea Clinton Community Health Center, 645 10th Ave, New York, NY 10036, Manhattan",40.762072,-73.993927,1,rooftop,"645 10th Ave",,"New York, NY 10036",645,"10th Ave",,,"New York",NY,"New York County",10036,US,"City of New York"
1251,"NYPL - Hamilton Grange Library, 503 West 145th Street New York, New York United States, 10031, Manhattan",40.825604,-73.948087,1,rooftop,"503 W 145th St",,"New York, NY 10031",503,"W 145th St",,,"New York",NY,"New York County",10031,US,"City of New York"
1252,"PS 503/PS 506 Beacon - Center for Family Life, 333 60th Street Brooklyn, New York, 11220",40.641384,-74.01927,1,street_center,"60th St",,"Brooklyn, NY 11220",,"60th St",,,Brooklyn,NY,"Kings County",11220,US,"TIGER/Line® dataset from the US Census Bureau"
1253,"Fort Totten Park-Building 422 - NE Queens Headquarters, 422 Weaver Ave, Fort Totten, NY 11359, Queens",40.792991,-73.776669,1,rooftop,"422 Weaver Ave",,"Bayside, NY 11359",422,"Weaver Ave",,,Bayside,NY,"Queens County",11359,US,"City of New York"
1254,"Bartow Community Center - Room 31, 2049 Bartow Avenue, Bronx, NY",40.867647,-73.835238,0.7,street_center,"Bartow Ave",,"Bronx, NY 10469",,"Bartow Ave",,,Bronx,NY,"Bronx County",10469,US,"TIGER/Line® dataset from the US Census Bureau"
1255,"Multi-Use Room C, McCarren Play Center, 776 Lorimer Street, Brooklyn, NY",40.720204,-73.950049,1,rooftop,"776 Lorimer St",,"Brooklyn, NY 11222",776,"Lorimer St",,,Brooklyn,NY,"Kings County",11222,US,"City of New York"
1256,"Dance Room, Gertrude Ederle Recreation Center, 232 W. 60th St., Manhattan, NY",40.769615,-73.983773,1,street_center,"W 60th St",,"New York, NY 10023",,"W 60th St",,,"New York",NY,"New York County",10023,US,"TIGER/Line® dataset from the US Census Bureau"
1257,"Gymnasium, St. John’s Recreation Center, 1251 Prospect Place, Brooklyn, NY",40.673739,-73.93487,1,rooftop,"1251 Prospect Pl",,"Brooklyn, NY 11213",1251,"Prospect Pl",,,Brooklyn,NY,"Kings County",11213,US,"City of New York"
1258,"Sunnyside Community Services, 43-31 39th St, Queens, NY",40.744961,-73.925802,1,rooftop,"43-31 39th St",,"Sunnyside, NY 11104",43-31,"39th St",,,Sunnyside,NY,"Queens County",11104,US,"City of New York"
1259,"Queensbridge Park House, Queensboro Bridge, 41 Rd., 40 Ave. bet. The East River, Vernon Blvd., and 21 St., Queens, NY",40.753998,-73.94243,1,intersection,"21st St and 41st Ave",,"Long Island City, NY 11101",,"21st St",,,"Long Island City",NY,"Queens County",11101,US,"© OpenStreetMap contributors"
1260,"Multi-Use Room, Williamsbridge Oval Recreation Center, 3225 Reservoir Oval East, Bronx, NY",40.876102,-73.878067,1,street_center,"Reservoir Oval E",,"Bronx, NY 10467",,"Reservoir Oval E",,,Bronx,NY,"Bronx County",10467,US,"TIGER/Line® dataset from the US Census Bureau"
1261,"Queens Public Library - Ozone Park, 92-24 Rockaway Blvd Queens, NY, 11417",40.681027,-73.846626,1,rooftop,"92-24 Rockaway Blvd",,"Ozone Park, NY 11417",92-24,"Rockaway Blvd",,,"Ozone Park",NY,"Queens County",11417,US,"City of New York"
1263,"Pier 6, Brooklyn Bridge Park, Atlantic Avenue and Furman Street, Brooklyn, NY",40.585798,-73.963651,0.9,street_center,"E 6th St",,"Brooklyn, NY 11235",,"E 6th St",,,Brooklyn,NY,"Kings County",11235,US,"TIGER/Line® dataset from the US Census Bureau"
1264,"Multi-Use Room, Greenbelt Recreation Center, 501 Brielle Avenue, Staten Island, NY",40.591722,-74.139209,1,rooftop,"501 Brielle Ave",,"Staten Island, NY 10314",501,"Brielle Ave",,,"Staten Island",NY,"Richmond County",10314,US,"City of New York"
1265,"Multipurpose Room, Betsy Head Park, Blake Ave., Dumont Ave. bet. Thomas Boyland St. and Bristol St. , Brooklyn, NY",40.653302,-73.908472,1,street_center,"Bristol St",,"Brooklyn, NY 11236",,"Bristol St",,,Brooklyn,NY,"Kings County",11236,US,"TIGER/Line® dataset from the US Census Bureau"
1266,"Athletic Courts, Torsney Playground, Skillman Ave. bet. 41 St. and 43 St., Queens, NY",40.767607,-73.908661,1,street_center,"43rd St",,"Astoria, NY 11103",,"43rd St",,,Astoria,NY,"Queens County",11103,US,"TIGER/Line® dataset from the US Census Bureau"
1267,"Pure Life Movement Studio, 7217 13th Ave, Brooklyn, NY 11228",40.621534,-74.005961,1,rooftop,"7217 13th Ave",,"Brooklyn, NY 11228",7217,"13th Ave",,,Brooklyn,NY,"Kings County",11228,US,"City of New York"
1268,"Sunnyside Community Services, 43-31 39th St, Queens, NY",40.744961,-73.925802,1,rooftop,"43-31 39th St",,"Sunnyside, NY 11104",43-31,"39th St",,,Sunnyside,NY,"Queens County",11104,US,"City of New York"
1269,"Brooklyn Public Library - Kings Highway Branch, 2115 Ocean Ave Brooklyn, New York United States, 11229",40.610289,-73.953252,1,rooftop,"2115 Ocean Ave",,"Brooklyn, NY 11229",2115,"Ocean Ave",,,Brooklyn,NY,"Kings County",11229,US,"City of New York"
1270,"Multi-Use Room, Williamsbridge Oval Recreation Center, 3225 Reservoir Oval East, Bronx, NY",40.876102,-73.878067,1,street_center,"Reservoir Oval E",,"Bronx, NY 10467",,"Reservoir Oval E",,,Bronx,NY,"Bronx County",10467,US,"TIGER/Line® dataset from the US Census Bureau"
1271,"Multi-Use Room, J. Hood Wright Recreation Center, 351 Fort Washington Avenue, Manhattan, NY",40.846394,-73.940449,1,rooftop,"351 Ft Washington Ave",,"New York, NY 10033",351,"Ft Washington Ave",,,"New York",NY,"New York County",10033,US,"City of New York"
1272,"Oak Ridge, Forest Park, Queens, NY",40.602682,-73.739713,1,street_center,"Oak Dr",,"Far Rockaway, NY 11691",,"Oak Dr",,,"Far Rockaway",NY,"Queens County",11691,US,"TIGER/Line® dataset from the US Census Bureau"
1273,"NYPL - Countee Cullen Library, 104 W 136th St New York, New York United States, 10030",40.814971,-73.941064,1,rooftop,"104 W 136th St",,"New York, NY 10030",104,"W 136th St",,,"New York",NY,"New York County",10030,US,"City of New York"
