id,address,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source"
501,"James J Walker Park, New York, NY",40.712239,-73.998783,1,street_center,"James St",,"New York, NY 10038",,"James St",,,"New York",NY,"New York County",10038,US,"TIGER/Line® dataset from the US Census Bureau"
502,"Scarangella Park, New York, NY",40.712895,-74.00846,0.93,street_center,"Park Pl",,"New York, NY 10007",,"Park Pl",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
504,"Seth Low Playground, New York, NY",40.565864,-73.884933,0.56,street_center,"Steele Rd",,"Breezy Point, NY 11697",,"Steele Rd",,,"Breezy Point",NY,"Queens County",11697,US,"TIGER/Line® dataset from the US Census Bureau"
505,"College Point Fields, New York, NY",40.779378,-73.84607,0.85,street_center,"College Point Blvd",,"College Point, NY 11356",,"College Point Blvd",,,"College Point",NY,"Queens County",11356,US,"TIGER/Line® dataset from the US Census Bureau"
506,"St. Mary's Park, New York, NY",40.727132,-73.984199,0.9,street_center,"St Marks Pl",,"New York, NY 10009",,"St Marks Pl",,,"New York",NY,"New York County",10009,US,"TIGER/Line® dataset from the US Census Bureau"
507,"West Playground, New York, NY",40.755874,-73.956539,0.9,street_center,"West Rd",,"New York, NY 10044",,"West Rd",,,"New York",NY,"New York County",10044,US,"TIGER/Line® dataset from the US Census Bureau"
508,"St. Michael's Playground, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
509,"Madison Square Park, New York, NY",40.711839,-73.999096,1,street_center,"Madison St",,"New York, NY 10038",,"Madison St",,,"New York",NY,"New York County",10038,US,"TIGER/Line® dataset from the US Census Bureau"
510,"Central Park, New York, NY",40.797925,-73.951698,1,street_center,"Central Park N",,"New York, NY 10026",,"Central Park N",,,"New York",NY,"New York County",10026,US,"TIGER/Line® dataset from the US Census Bureau"
511,"Randall's Island Park, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
512,"Randall's Island Park, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
513,"Parade Ground, New York, NY",40.651315,-73.964948,0.81,street_center,"Parade Pl",,"Brooklyn, NY 11226",,"Parade Pl",,,Brooklyn,NY,"Kings County",11226,US,"TIGER/Line® dataset from the US Census Bureau"
514,"Damrosch Park, New York, NY",40.712895,-74.00846,0.93,street_center,"Park Pl",,"New York, NY 10007",,"Park Pl",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
515,"Flushing Fields, New York, NY",40.712749,-73.917992,0.79,street_center,"Flushing Ave",,"Ridgewood, NY 11385",,"Flushing Ave",,,Ridgewood,NY,"Queens County",11385,US,"TIGER/Line® dataset from the US Census Bureau"
516,"Corporal John A. Seravalli Playground, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
517,"Central Park, New York, NY",40.797925,-73.951698,1,street_center,"Central Park N",,"New York, NY 10026",,"Central Park N",,,"New York",NY,"New York County",10026,US,"TIGER/Line® dataset from the US Census Bureau"
518,"Madison Square Park, New York, NY",40.711839,-73.999096,1,street_center,"Madison St",,"New York, NY 10038",,"Madison St",,,"New York",NY,"New York County",10038,US,"TIGER/Line® dataset from the US Census Bureau"
519,"McCarren Park, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
521,"Randall's Island Park, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
522,"Fairview Park, New York, NY",40.857077,-73.930989,0.93,street_center,"Fairview Ave",,"New York, NY 10040",,"Fairview Ave",,,"New York",NY,"New York County",10040,US,"TIGER/Line® dataset from the US Census Bureau"
523,"East River Park, New York, NY",40.761283,-73.948971,1,street_center,"East Rd",,"New York, NY 10044",,"East Rd",,,"New York",NY,"New York County",10044,US,"TIGER/Line® dataset from the US Census Bureau"
524,"East River Park, New York, NY",40.761283,-73.948971,1,street_center,"East Rd",,"New York, NY 10044",,"East Rd",,,"New York",NY,"New York County",10044,US,"TIGER/Line® dataset from the US Census Bureau"
525,"Damrosch Park, New York, NY",40.712895,-74.00846,0.93,street_center,"Park Pl",,"New York, NY 10007",,"Park Pl",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
526,"James J Walker Park, New York, NY",40.712239,-73.998783,1,street_center,"James St",,"New York, NY 10038",,"James St",,,"New York",NY,"New York County",10038,US,"TIGER/Line® dataset from the US Census Bureau"
527,"Alley Pond Park, New York, NY",40.712895,-74.00846,0.85,street_center,"Park Pl",,"New York, NY 10007",,"Park Pl",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
529,"The High Line, New York, NY",40.699243,-73.987395,0.89,street_center,"High St",,"Brooklyn, NY 11201",,"High St",,,Brooklyn,NY,"Kings County",11201,US,"TIGER/Line® dataset from the US Census Bureau"
530,"Marine Park, New York, NY",40.712895,-74.00846,0.93,street_center,"Park Pl",,"New York, NY 10007",,"Park Pl",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
532,"Madison Square Park, New York, NY",40.711839,-73.999096,1,street_center,"Madison St",,"New York, NY 10038",,"Madison St",,,"New York",NY,"New York County",10038,US,"TIGER/Line® dataset from the US Census Bureau"
533,"William Sheridan Playground (PS 84), New York, NY",40.704961,-74.009866,0.93,street_center,"William St",,"New York, NY 10004",,"William St",,,"New York",NY,"New York County",10004,US,"TIGER/Line® dataset from the US Census Bureau"
534,"McCarren Park, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
535,"8 AVENUE between WEST   44 STREET and WEST   45 STREET, New York, NY",40.75916,-73.988386,1,intersection,"8th Ave and W 45th St",,"New York, NY 10036",,"8th Ave",,,"New York",NY,"New York County",10036,US,"© OpenStreetMap contributors"
536,"Bushwick Playground, New York, NY",40.704311,-73.938569,0.86,street_center,"Bushwick Ct",,"Brooklyn, NY 11206",,"Bushwick Ct",,,Brooklyn,NY,"Kings County",11206,US,"TIGER/Line® dataset from the US Census Bureau"
537,"East River Park, New York, NY",40.761283,-73.948971,1,street_center,"East Rd",,"New York, NY 10044",,"East Rd",,,"New York",NY,"New York County",10044,US,"TIGER/Line® dataset from the US Census Bureau"
538,"Union Square Park, New York, NY",40.734874,-73.991991,1,street_center,"Union Sq S",,"New York, NY 10003",,"Union Sq S",,,"New York",NY,"New York County",10003,US,"TIGER/Line® dataset from the US Census Bureau"
539,"Central Park, New York, NY",40.797925,-73.951698,1,street_center,"Central Park N",,"New York, NY 10026",,"Central Park N",,,"New York",NY,"New York County",10026,US,"TIGER/Line® dataset from the US Census Bureau"
540,"Freshkills Park, New York, NY",40.712895,-74.00846,0.93,street_center,"Park Pl",,"New York, NY 10007",,"Park Pl",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
541,"De Witt Clinton Park, New York, NY",40.725789,-73.974501,0.93,street_center,"Ave D",,"New York, NY 10009",,"Ave D",,,"New York",NY,"New York County",10009,US,"TIGER/Line® dataset from the US Census Bureau"
543,"Frank Principe Park / Maurice Park, New York, NY",40.712895,-74.00846,0.93,street_center,"Park Pl",,"New York, NY 10007",,"Park Pl",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
544,"Macombs Dam Park, New York, NY",40.826549,-73.938017,1,street_center,"Macombs Pl",,"New York, NY 10039",,"Macombs Pl",,,"New York",NY,"New York County",10039,US,"TIGER/Line® dataset from the US Census Bureau"
546,"Central Park, New York, NY",40.797925,-73.951698,1,street_center,"Central Park N",,"New York, NY 10026",,"Central Park N",,,"New York",NY,"New York County",10026,US,"TIGER/Line® dataset from the US Census Bureau"
547,"Van Cortlandt Park, New York, NY",40.717425,-74.002653,0.93,street_center,"Cortlandt Aly",,"New York, NY 10013",,"Cortlandt Aly",,,"New York",NY,"New York County",10013,US,"TIGER/Line® dataset from the US Census Bureau"
548,"Joseph Austin Playground, New York, NY",40.752293,-73.696585,0.53,street_center,"Joseph St",,"New Hyde Park, NY 11040",,"Joseph St",,,"New Hyde Park",NY,"Nassau County",11040,US,"TIGER/Line® dataset from the US Census Bureau"
549,"Dyker Beach Park, New York, NY",40.714364,-73.998003,0.85,street_center,"Doyers St",,"New York, NY 10013",,"Doyers St",,,"New York",NY,"New York County",10013,US,"TIGER/Line® dataset from the US Census Bureau"
550,"Randall's Island Park, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
551,"Tompkins Square Park, New York, NY",40.712895,-74.00846,0.93,street_center,"Park Pl",,"New York, NY 10007",,"Park Pl",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
553,"Kissena Park, New York, NY",40.712895,-74.00846,0.93,street_center,"Park Pl",,"New York, NY 10007",,"Park Pl",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
554,"COURT STREET between ATLANTIC AVENUE and PACIFIC STREET, New York, NY",40.68916,-73.99262,0.97,intersection,"Court St and Pacific St",,"Brooklyn, NY 11201",,"Court St",,,Brooklyn,NY,"Kings County",11201,US,"© OpenStreetMap contributors"
555,"Randall's Island Park, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
557,"Freshkills Park, New York, NY",40.712895,-74.00846,0.93,street_center,"Park Pl",,"New York, NY 10007",,"Park Pl",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
558,"Southern Fields, New York, NY",40.665601,-73.832132,0.62,street_center,"Belt Pkwy",,"South Ozone Park, NY 11420",,"Belt Pkwy",,,"South Ozone Park",NY,"Queens County",11420,US,"OpenStreetMap Contributors"
559,"Freshkills Park, New York, NY",40.712895,-74.00846,0.93,street_center,"Park Pl",,"New York, NY 10007",,"Park Pl",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
560,"Central Park, New York, NY",40.797925,-73.951698,1,street_center,"Central Park N",,"New York, NY 10026",,"Central Park N",,,"New York",NY,"New York County",10026,US,"TIGER/Line® dataset from the US Census Bureau"
561,"Central Park, New York, NY",40.797925,-73.951698,1,street_center,"Central Park N",,"New York, NY 10026",,"Central Park N",,,"New York",NY,"New York County",10026,US,"TIGER/Line® dataset from the US Census Bureau"
563,"James J Walker Park, New York, NY",40.712239,-73.998783,1,street_center,"James St",,"New York, NY 10038",,"James St",,,"New York",NY,"New York County",10038,US,"TIGER/Line® dataset from the US Census Bureau"
564,"College Point Fields, New York, NY",40.779378,-73.84607,0.85,street_center,"College Point Blvd",,"College Point, NY 11356",,"College Point Blvd",,,"College Point",NY,"Queens County",11356,US,"TIGER/Line® dataset from the US Census Bureau"
566,"Central Park, New York, NY",40.797925,-73.951698,1,street_center,"Central Park N",,"New York, NY 10026",,"Central Park N",,,"New York",NY,"New York County",10026,US,"TIGER/Line® dataset from the US Census Bureau"
567,"Murray Playground, New York, NY",40.715055,-74.012217,0.93,street_center,"Murray St",,"New York, NY 10007",,"Murray St",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
570,"Calvert Vaux Park, New York, NY",40.712895,-74.00846,0.85,street_center,"Park Pl",,"New York, NY 10007",,"Park Pl",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
571,"Parade Ground, New York, NY",40.651315,-73.964948,0.81,street_center,"Parade Pl",,"Brooklyn, NY 11226",,"Parade Pl",,,Brooklyn,NY,"Kings County",11226,US,"TIGER/Line® dataset from the US Census Bureau"
572,"Fairview Park, New York, NY",40.857077,-73.930989,0.93,street_center,"Fairview Ave",,"New York, NY 10040",,"Fairview Ave",,,"New York",NY,"New York County",10040,US,"TIGER/Line® dataset from the US Census Bureau"
573,"St. Michael's Playground, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
574,"Central Park, New York, NY",40.797925,-73.951698,1,street_center,"Central Park N",,"New York, NY 10026",,"Central Park N",,,"New York",NY,"New York County",10026,US,"TIGER/Line® dataset from the US Census Bureau"
575,"James J Walker Park, New York, NY",40.712239,-73.998783,1,street_center,"James St",,"New York, NY 10038",,"James St",,,"New York",NY,"New York County",10038,US,"TIGER/Line® dataset from the US Census Bureau"
576,"Parade Ground, New York, NY",40.651315,-73.964948,0.81,street_center,"Parade Pl",,"Brooklyn, NY 11226",,"Parade Pl",,,Brooklyn,NY,"Kings County",11226,US,"TIGER/Line® dataset from the US Census Bureau"
577,"Spring Creek Park, New York, NY",40.725617,-74.005167,0.93,street_center,"Spring St",,"New York, NY 10013",,"Spring St",,,"New York",NY,"New York County",10013,US,"TIGER/Line® dataset from the US Census Bureau"
578,"Addabbo Park, New York, NY",40.712895,-74.00846,0.93,street_center,"Park Pl",,"New York, NY 10007",,"Park Pl",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
579,"Fort Tryon Park, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
580,"Hinton Park, New York, NY",40.712895,-74.00846,0.93,street_center,"Park Pl",,"New York, NY 10007",,"Park Pl",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
581,"Freshkills Park, New York, NY",40.712895,-74.00846,0.93,street_center,"Park Pl",,"New York, NY 10007",,"Park Pl",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
582,"Bill Brown Playground, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
583,"St. Michael's Playground, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
584,"Freshkills Park, New York, NY",40.712895,-74.00846,0.93,street_center,"Park Pl",,"New York, NY 10007",,"Park Pl",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
585,"Flushing Meadows Corona Park, New York, NY",40.712749,-73.917992,0.79,street_center,"Flushing Ave",,"Ridgewood, NY 11385",,"Flushing Ave",,,Ridgewood,NY,"Queens County",11385,US,"TIGER/Line® dataset from the US Census Bureau"
586,"College Point Fields, New York, NY",40.779378,-73.84607,0.85,street_center,"College Point Blvd",,"College Point, NY 11356",,"College Point Blvd",,,"College Point",NY,"Queens County",11356,US,"TIGER/Line® dataset from the US Census Bureau"
587,"Bushwick Playground, New York, NY",40.704311,-73.938569,0.86,street_center,"Bushwick Ct",,"Brooklyn, NY 11206",,"Bushwick Ct",,,Brooklyn,NY,"Kings County",11206,US,"TIGER/Line® dataset from the US Census Bureau"
588,"James J Walker Park, New York, NY",40.712239,-73.998783,1,street_center,"James St",,"New York, NY 10038",,"James St",,,"New York",NY,"New York County",10038,US,"TIGER/Line® dataset from the US Census Bureau"
589,"Flushing Meadows Corona Park, New York, NY",40.712749,-73.917992,0.79,street_center,"Flushing Ave",,"Ridgewood, NY 11385",,"Flushing Ave",,,Ridgewood,NY,"Queens County",11385,US,"TIGER/Line® dataset from the US Census Bureau"
591,"Space Time Playground, New York, NY",40.863835,-73.922,0.83,street_center,"Post Ave",,"New York, NY 10034",,"Post Ave",,,"New York",NY,"New York County",10034,US,"TIGER/Line® dataset from the US Census Bureau"
592,"Central Park, New York, NY",40.797925,-73.951698,1,street_center,"Central Park N",,"New York, NY 10026",,"Central Park N",,,"New York",NY,"New York County",10026,US,"TIGER/Line® dataset from the US Census Bureau"
595,"Kissena Park, New York, NY",40.712895,-74.00846,0.93,street_center,"Park Pl",,"New York, NY 10007",,"Park Pl",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
596,"Big Bush Park, New York, NY",40.867667,-73.926704,0.85,street_center,"Beak St",,"New York, NY 10034",,"Beak St",,,"New York",NY,"New York County",10034,US,"TIGER/Line® dataset from the US Census Bureau"
597,"Pontiac Playground, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
598,"Bill Brown Playground, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
599,"Bushwick Playground, New York, NY",40.704311,-73.938569,0.86,street_center,"Bushwick Ct",,"Brooklyn, NY 11206",,"Bushwick Ct",,,Brooklyn,NY,"Kings County",11206,US,"TIGER/Line® dataset from the US Census Bureau"
600,"58 STREET between 7 AVENUE and 8 AVENUE, New York, NY",40.7674,-73.982364,1,intersection,"8th Ave and W 58th St",,"New York, NY 10019",,"8th Ave",,,"New York",NY,"New York County",10019,US,"© OpenStreetMap contributors"
603,"Prospect Park, New York, NY",40.659293,-73.976334,0.94,street_center,"Prospect Park SW",,"Brooklyn, NY 11215",,"Prospect Park SW",,,Brooklyn,NY,"Kings County",11215,US,"TIGER/Line® dataset from the US Census Bureau"
604,"Gen. Douglas MacArthur Park, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
605,"Stuyvesant Square, New York, NY",40.7299,-73.989089,1,street_center,"Stuyvesant St",,"New York, NY 10003",,"Stuyvesant St",,,"New York",NY,"New York County",10003,US,"TIGER/Line® dataset from the US Census Bureau"
606,"Central Park, New York, NY",40.797925,-73.951698,1,street_center,"Central Park N",,"New York, NY 10026",,"Central Park N",,,"New York",NY,"New York County",10026,US,"TIGER/Line® dataset from the US Census Bureau"
607,"Astoria Park, New York, NY",40.729964,-73.992134,0.93,street_center,"Astor Pl",,"New York, NY 10003",,"Astor Pl",,,"New York",NY,"New York County",10003,US,"TIGER/Line® dataset from the US Census Bureau"
608,"Mckinley Park, New York, NY",40.712895,-74.00846,0.93,street_center,"Park Pl",,"New York, NY 10007",,"Park Pl",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
609,"Fort Tryon Park, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
611,"College Point Fields, New York, NY",40.779378,-73.84607,0.85,street_center,"College Point Blvd",,"College Point, NY 11356",,"College Point Blvd",,,"College Point",NY,"Queens County",11356,US,"TIGER/Line® dataset from the US Census Bureau"
612,"Crocheron Park, New York, NY",40.712895,-74.00846,0.93,street_center,"Park Pl",,"New York, NY 10007",,"Park Pl",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
613,"East River Park, New York, NY",40.761283,-73.948971,1,street_center,"East Rd",,"New York, NY 10044",,"East Rd",,,"New York",NY,"New York County",10044,US,"TIGER/Line® dataset from the US Census Bureau"
614,"East River Park, New York, NY",40.761283,-73.948971,1,street_center,"East Rd",,"New York, NY 10044",,"East Rd",,,"New York",NY,"New York County",10044,US,"TIGER/Line® dataset from the US Census Bureau"
615,"Central Park, New York, NY",40.797925,-73.951698,1,street_center,"Central Park N",,"New York, NY 10026",,"Central Park N",,,"New York",NY,"New York County",10026,US,"TIGER/Line® dataset from the US Census Bureau"
616,"Astoria Park, New York, NY",40.729964,-73.992134,0.93,street_center,"Astor Pl",,"New York, NY 10003",,"Astor Pl",,,"New York",NY,"New York County",10003,US,"TIGER/Line® dataset from the US Census Bureau"
617,"Central Park, New York, NY",40.797925,-73.951698,1,street_center,"Central Park N",,"New York, NY 10026",,"Central Park N",,,"New York",NY,"New York County",10026,US,"TIGER/Line® dataset from the US Census Bureau"
618,"De Witt Clinton Park, New York, NY",40.725789,-73.974501,0.93,street_center,"Ave D",,"New York, NY 10009",,"Ave D",,,"New York",NY,"New York County",10009,US,"TIGER/Line® dataset from the US Census Bureau"
619,"James J Walker Park, New York, NY",40.712239,-73.998783,1,street_center,"James St",,"New York, NY 10038",,"James St",,,"New York",NY,"New York County",10038,US,"TIGER/Line® dataset from the US Census Bureau"
620,"Central Park, New York, NY",40.797925,-73.951698,1,street_center,"Central Park N",,"New York, NY 10026",,"Central Park N",,,"New York",NY,"New York County",10026,US,"TIGER/Line® dataset from the US Census Bureau"
621,"Central Park, New York, NY",40.797925,-73.951698,1,street_center,"Central Park N",,"New York, NY 10026",,"Central Park N",,,"New York",NY,"New York County",10026,US,"TIGER/Line® dataset from the US Census Bureau"
622,"Brooklyn Heights Promenade, New York, NY",40.712415,-74.004865,0.93,street_center,"Brooklyn Brg",,"New York, NY 10038",,"Brooklyn Brg",,,"New York",NY,"New York County",10038,US,"OpenStreetMap Contributors"
623,"St Catherine's Park, New York, NY",40.710782,-73.996613,0.88,street_center,"Catherine St",,"New York, NY 10038",,"Catherine St",,,"New York",NY,"New York County",10038,US,"TIGER/Line® dataset from the US Census Bureau"
624,"Madison Square Park, New York, NY",40.711839,-73.999096,1,street_center,"Madison St",,"New York, NY 10038",,"Madison St",,,"New York",NY,"New York County",10038,US,"TIGER/Line® dataset from the US Census Bureau"
625,"James J Walker Park, New York, NY",40.712239,-73.998783,1,street_center,"James St",,"New York, NY 10038",,"James St",,,"New York",NY,"New York County",10038,US,"TIGER/Line® dataset from the US Census Bureau"
627,"Joseph Austin Playground, New York, NY",40.752293,-73.696585,0.53,street_center,"Joseph St",,"New Hyde Park, NY 11040",,"Joseph St",,,"New Hyde Park",NY,"Nassau County",11040,US,"TIGER/Line® dataset from the US Census Bureau"
628,"Randall's Island Park, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
629,"PRINCE STREET between MULBERRY STREET and MOTT STREET, New York, NY",40.723036,-73.994909,1,intersection,"Mott St and Prince St",,"New York, NY 10012",,"Mott St",,,"New York",NY,"New York County",10012,US,"© OpenStreetMap contributors"
630,"McCarren Park, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
632,"De Witt Clinton Park, New York, NY",40.725789,-73.974501,0.93,street_center,"Ave D",,"New York, NY 10009",,"Ave D",,,"New York",NY,"New York County",10009,US,"TIGER/Line® dataset from the US Census Bureau"
633,"Central Park, New York, NY",40.797925,-73.951698,1,street_center,"Central Park N",,"New York, NY 10026",,"Central Park N",,,"New York",NY,"New York County",10026,US,"TIGER/Line® dataset from the US Census Bureau"
634,"Father Duffy Square, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
635,"Ferry Point Park, New York, NY",40.712895,-74.00846,1,street_center,"Park Pl",,"New York, NY 10007",,"Park Pl",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
636,"Forest Park, New York, NY",40.712895,-74.00846,0.93,street_center,"Park Pl",,"New York, NY 10007",,"Park Pl",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
637,"Parade Ground, New York, NY",40.651315,-73.964948,0.81,street_center,"Parade Pl",,"Brooklyn, NY 11226",,"Parade Pl",,,Brooklyn,NY,"Kings County",11226,US,"TIGER/Line® dataset from the US Census Bureau"
638,"Bushwick Playground, New York, NY",40.704311,-73.938569,0.86,street_center,"Bushwick Ct",,"Brooklyn, NY 11206",,"Bushwick Ct",,,Brooklyn,NY,"Kings County",11206,US,"TIGER/Line® dataset from the US Census Bureau"
640,"St. Michael's Playground, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
641,"Gen. Douglas MacArthur Park, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
642,"College Point Fields, New York, NY",40.779378,-73.84607,0.85,street_center,"College Point Blvd",,"College Point, NY 11356",,"College Point Blvd",,,"College Point",NY,"Queens County",11356,US,"TIGER/Line® dataset from the US Census Bureau"
643,"Flushing Meadows Corona Park, New York, NY",40.712749,-73.917992,0.79,street_center,"Flushing Ave",,"Ridgewood, NY 11385",,"Flushing Ave",,,Ridgewood,NY,"Queens County",11385,US,"TIGER/Line® dataset from the US Census Bureau"
644,"Joseph Austin Playground, New York, NY",40.752293,-73.696585,0.53,street_center,"Joseph St",,"New Hyde Park, NY 11040",,"Joseph St",,,"New Hyde Park",NY,"Nassau County",11040,US,"TIGER/Line® dataset from the US Census Bureau"
645,"Randall's Island Park, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
647,"Inwood Hill Park, New York, NY",40.772103,-73.963096,0.83,street_center,"Park Ave",,"New York, NY 10021",,"Park Ave",,,"New York",NY,"New York County",10021,US,"TIGER/Line® dataset from the US Census Bureau"
649,"De Witt Clinton Park, New York, NY",40.725789,-73.974501,0.93,street_center,"Ave D",,"New York, NY 10009",,"Ave D",,,"New York",NY,"New York County",10009,US,"TIGER/Line® dataset from the US Census Bureau"
651,"Flushing Meadows Corona Park, New York, NY",40.712749,-73.917992,0.79,street_center,"Flushing Ave",,"Ridgewood, NY 11385",,"Flushing Ave",,,Ridgewood,NY,"Queens County",11385,US,"TIGER/Line® dataset from the US Census Bureau"
652,"East River Park, New York, NY",40.761283,-73.948971,1,street_center,"East Rd",,"New York, NY 10044",,"East Rd",,,"New York",NY,"New York County",10044,US,"TIGER/Line® dataset from the US Census Bureau"
653,"College Point Fields, New York, NY",40.779378,-73.84607,0.85,street_center,"College Point Blvd",,"College Point, NY 11356",,"College Point Blvd",,,"College Point",NY,"Queens County",11356,US,"TIGER/Line® dataset from the US Census Bureau"
654,"Madison Square Park, New York, NY",40.711839,-73.999096,1,street_center,"Madison St",,"New York, NY 10038",,"Madison St",,,"New York",NY,"New York County",10038,US,"TIGER/Line® dataset from the US Census Bureau"
655,"Chelsea Park, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
656,"Forest Park, New York, NY",40.712895,-74.00846,0.93,street_center,"Park Pl",,"New York, NY 10007",,"Park Pl",,,"New York",NY,"New York County",10007,US,"TIGER/Line® dataset from the US Census Bureau"
657,"Nederlander Theatre, New York, NY",40.886349,-73.910703,0.83,street_center,"Netherland Ave",,"Bronx, NY 10463",,"Netherland Ave",,,Bronx,NY,"Bronx County",10463,US,"TIGER/Line® dataset from the US Census Bureau"
658,"Ambrosini Field, New York, NY",40.750422,-73.996328,1,place,,,"New York, NY 10001",,,,,"New York",NY,"New York County",10001,US,"TIGER/Line® dataset from the US Census Bureau"
