id,address
358,"EAST   82 STREET between 1 AVENUE and YORK AVENUE, New York, NY"
359,"Chelsea Park, New York, NY"
360,"Crotona Park, New York, NY"
361,"Randall's Island Park, New York, NY"
362,"James J Walker Park, New York, NY"
363,"Freshkills Park, New York, NY"
364,"Madison Square Park, New York, NY"
365,"Seth Low Playground, New York, NY"
366,"Prospect Park, New York, NY"
367,"30 AVENUE between 43 STREET and 44 STREET, New York, NY"
368,"Bushwick Inlet Park, New York, NY"
369,"Pontiac Playground, New York, NY"
370,"Fort Tryon Park, New York, NY"
371,"Bush Terminal Park, New York, NY"
372,"Forest Park, New York, NY"
373,"Central Park, New York, NY"
374,"Fairview Park, New York, NY"
375,"St. Michael's Playground, New York, NY"
376,"Central Park, New York, NY"
377,"McCarren Park, New York, NY"
378,"Fort Tryon Park, New York, NY"
380,"Freshkills Park, New York, NY"
381,"William Sheridan Playground (PS 84), New York, NY"
383,"Flushing Meadows Corona Park, New York, NY"
384,"Astoria Park, New York, NY"
385,"Bushwick Inlet Park, New York, NY"
386,"Randall's Island Park, New York, NY"
387,"Fort Tryon Park, New York, NY"
388,"Playground Ninety, New York, NY"
389,"Flushing Meadows Corona Park, New York, NY"
390,"Central Park, New York, NY"
391,"Addabbo Park, New York, NY"
393,"Central Park, New York, NY"
394,"De Witt Clinton Park, New York, NY"
395,"Central Park, New York, NY"
396,"Gen. Douglas MacArthur Park, New York, NY"
398,"Flushing Meadows Corona Park, New York, NY"
399,"Lou Gehrig Plaza, New York, NY"
400,"Madison Square Park, New York, NY"
401,"Sunrise Playground (PS 196), New York, NY"
402,"Robert Moses Playground, New York, NY"
403,"Kissena Park, New York, NY"
404,"Wolfe's Pond Park, New York, NY"
406,"Bloomingdale Park, New York, NY"
407,"Prospect Park, New York, NY"
408,"Randall's Island Park, New York, NY"
409,"Parade Ground, New York, NY"
410,"Forest Park, New York, NY"
411,"Flushing Meadows Corona Park, New York, NY"
412,"East River Park, New York, NY"
413,"Central Park, New York, NY"
414,"Central Park, New York, NY"
415,"Newtown Barge Playground, New York, NY"
416,"Central Park, New York, NY"
418,"Madison Square Park, New York, NY"
419,"Madison Square Park, New York, NY"
420,"5 AVENUE between EAST   58 STREET and EAST   59 STREET, New York, NY"
422,"Patterson Playground, New York, NY"
423,"Parade Ground, New York, NY"
424,"Blood Root Valley, New York, NY"
426,"Bowling Green, New York, NY"
427,"St. Michael's Playground, New York, NY"
428,"Randall's Island Park, New York, NY"
429,"Bush Terminal Park, New York, NY"
431,"Playground Ninety, New York, NY"
434,"Peter's Field, New York, NY"
435,"Randall's Island Park, New York, NY"
436,"Lou Gehrig Plaza, New York, NY"
437,"Big Bush Park, New York, NY"
438,"McCarren Park, New York, NY"
439,"Patterson Playground, New York, NY"
440,"Marine Park, New York, NY"
441,"Central Park, New York, NY"
442,"Kissena Corridor West, New York, NY"
443,"Prospect Park, New York, NY"
444,"East River Park, New York, NY"
445,"Central Park, New York, NY"
446,"Calvert Vaux Park, New York, NY"
447,"Bloomingdale Park, New York, NY"
448,"Astoria Park, New York, NY"
450,"East River Park, New York, NY"
451,"Fairview Park, New York, NY"
452,"Highbridge Park, New York, NY"
453,"Park Of The Americas / Linden Park, New York, NY"
454,"Bowling Green, New York, NY"
456,"Central Park, New York, NY"
457,"Bushwick Inlet Park, New York, NY"
458,"Tanahey Playground, New York, NY"
459,"34 AVENUE between 93 STREET and 94 STREET, New York, NY"
461,"Bowling Green, New York, NY"
463,"Chelsea Park, New York, NY"
464,"Central Park, New York, NY"
465,"Randall's Island Park, New York, NY"
466,"Flushing Meadows Corona Park, New York, NY"
467,"St. Michael's Playground, New York, NY"
468,"Calvert Vaux Park, New York, NY"
469,"Randall's Island Park, New York, NY"
470,"Central Park, New York, NY"
471,"McCarren Park, New York, NY"
472,"Madison Square Park, New York, NY"
473,"Dyker Beach Park, New York, NY"
474,"Central Park, New York, NY"
476,"Central Park, New York, NY"
477,"West Playground, New York, NY"
478,"Central Park, New York, NY"
479,"Crocheron Park, New York, NY"
480,"Jackie Robinson Park, New York, NY"
481,"Madison Square Park, New York, NY"
482,"Crotona Park, New York, NY"
483,"Randall's Island Park, New York, NY"
484,"Randall's Island Park, New York, NY"
485,"Kissena Park, New York, NY"
486,"Stop & Go Playground, New York, NY"
487,"Astoria Park, New York, NY"
488,"Randall's Island Park, New York, NY"
489,"Madison Square Park, New York, NY"
490,"Bushwick Inlet Park, New York, NY"
492,"Red Hook Recreation Area, New York, NY"
493,"Randall's Island Park, New York, NY"
494,"Bushwick Inlet Park, New York, NY"
495,"Randall's Island Park, New York, NY"
496,"Mapes Park, New York, NY"
497,"James J Walker Park, New York, NY"
499,"Sara D. Roosevelt Park, New York, NY"
500,"Kissena Park, New York, NY"
501,"James J Walker Park, New York, NY"
502,"Scarangella Park, New York, NY"
504,"Seth Low Playground, New York, NY"
505,"College Point Fields, New York, NY"
506,"St. Mary's Park, New York, NY"
507,"West Playground, New York, NY"
508,"St. Michael's Playground, New York, NY"
509,"Madison Square Park, New York, NY"
510,"Central Park, New York, NY"
511,"Randall's Island Park, New York, NY"
512,"Randall's Island Park, New York, NY"
513,"Parade Ground, New York, NY"
514,"Damrosch Park, New York, NY"
515,"Flushing Fields, New York, NY"
516,"Corporal John A. Seravalli Playground, New York, NY"
517,"Central Park, New York, NY"
518,"Madison Square Park, New York, NY"
519,"McCarren Park, New York, NY"
521,"Randall's Island Park, New York, NY"
522,"Fairview Park, New York, NY"
523,"East River Park, New York, NY"
524,"East River Park, New York, NY"
525,"Damrosch Park, New York, NY"
526,"James J Walker Park, New York, NY"
527,"Alley Pond Park, New York, NY"
529,"The High Line, New York, NY"
530,"Marine Park, New York, NY"
532,"Madison Square Park, New York, NY"
533,"William Sheridan Playground (PS 84), New York, NY"
534,"McCarren Park, New York, NY"
535,"8 AVENUE between WEST   44 STREET and WEST   45 STREET, New York, NY"
536,"Bushwick Playground, New York, NY"
537,"East River Park, New York, NY"
538,"Union Square Park, New York, NY"
539,"Central Park, New York, NY"
540,"Freshkills Park, New York, NY"
541,"De Witt Clinton Park, New York, NY"
543,"Frank Principe Park / Maurice Park, New York, NY"
544,"Macombs Dam Park, New York, NY"
546,"Central Park, New York, NY"
547,"Van Cortlandt Park, New York, NY"
548,"Joseph Austin Playground, New York, NY"
549,"Dyker Beach Park, New York, NY"
550,"Randall's Island Park, New York, NY"
551,"Tompkins Square Park, New York, NY"
553,"Kissena Park, New York, NY"
554,"COURT STREET between ATLANTIC AVENUE and PACIFIC STREET, New York, NY"
555,"Randall's Island Park, New York, NY"
557,"Freshkills Park, New York, NY"
558,"Southern Fields, New York, NY"
559,"Freshkills Park, New York, NY"
560,"Central Park, New York, NY"
561,"Central Park, New York, NY"
563,"James J Walker Park, New York, NY"
564,"College Point Fields, New York, NY"
566,"Central Park, New York, NY"
567,"Murray Playground, New York, NY"
570,"Calvert Vaux Park, New York, NY"
571,"Parade Ground, New York, NY"
572,"Fairview Park, New York, NY"
573,"St. Michael's Playground, New York, NY"
574,"Central Park, New York, NY"
575,"James J Walker Park, New York, NY"
576,"Parade Ground, New York, NY"
577,"Spring Creek Park, New York, NY"
578,"Addabbo Park, New York, NY"
579,"Fort Tryon Park, New York, NY"
580,"Hinton Park, New York, NY"
581,"Freshkills Park, New York, NY"
582,"Bill Brown Playground, New York, NY"
583,"St. Michael's Playground, New York, NY"
584,"Freshkills Park, New York, NY"
585,"Flushing Meadows Corona Park, New York, NY"
586,"College Point Fields, New York, NY"
587,"Bushwick Playground, New York, NY"
588,"James J Walker Park, New York, NY"
589,"Flushing Meadows Corona Park, New York, NY"
591,"Space Time Playground, New York, NY"
592,"Central Park, New York, NY"
595,"Kissena Park, New York, NY"
596,"Big Bush Park, New York, NY"
597,"Pontiac Playground, New York, NY"
598,"Bill Brown Playground, New York, NY"
599,"Bushwick Playground, New York, NY"
600,"58 STREET between 7 AVENUE and 8 AVENUE, New York, NY"
603,"Prospect Park, New York, NY"
604,"Gen. Douglas MacArthur Park, New York, NY"
605,"Stuyvesant Square, New York, NY"
606,"Central Park, New York, NY"
607,"Astoria Park, New York, NY"
608,"Mckinley Park, New York, NY"
609,"Fort Tryon Park, New York, NY"
611,"College Point Fields, New York, NY"
612,"Crocheron Park, New York, NY"
613,"East River Park, New York, NY"
614,"East River Park, New York, NY"
615,"Central Park, New York, NY"
616,"Astoria Park, New York, NY"
617,"Central Park, New York, NY"
618,"De Witt Clinton Park, New York, NY"
619,"James J Walker Park, New York, NY"
620,"Central Park, New York, NY"
621,"Central Park, New York, NY"
622,"Brooklyn Heights Promenade, New York, NY"
623,"St Catherine's Park, New York, NY"
624,"Madison Square Park, New York, NY"
625,"James J Walker Park, New York, NY"
627,"Joseph Austin Playground, New York, NY"
628,"Randall's Island Park, New York, NY"
629,"PRINCE STREET between MULBERRY STREET and MOTT STREET, New York, NY"
630,"McCarren Park, New York, NY"
632,"De Witt Clinton Park, New York, NY"
633,"Central Park, New York, NY"
634,"Father Duffy Square, New York, NY"
635,"Ferry Point Park, New York, NY"
636,"Forest Park, New York, NY"
637,"Parade Ground, New York, NY"
638,"Bushwick Playground, New York, NY"
640,"St. Michael's Playground, New York, NY"
641,"Gen. Douglas MacArthur Park, New York, NY"
642,"College Point Fields, New York, NY"
643,"Flushing Meadows Corona Park, New York, NY"
644,"Joseph Austin Playground, New York, NY"
645,"Randall's Island Park, New York, NY"
647,"Inwood Hill Park, New York, NY"
649,"De Witt Clinton Park, New York, NY"
651,"Flushing Meadows Corona Park, New York, NY"
652,"East River Park, New York, NY"
653,"College Point Fields, New York, NY"
654,"Madison Square Park, New York, NY"
655,"Chelsea Park, New York, NY"
656,"Forest Park, New York, NY"
657,"Nederlander Theatre, New York, NY"
658,"Ambrosini Field, New York, NY"
659,"De Witt Clinton Park, New York, NY"
660,"Fairview Park, New York, NY"
661,"Kissena Park, New York, NY"
663,"EAST   71 STREET between 5 AVENUE and MADISON AVENUE, New York, NY"
664,"Lou Gehrig Plaza, New York, NY"
667,"Fort Tryon Park, New York, NY"
669,"Central Park, New York, NY"
670,"Freshkills Park, New York, NY"
673,"Calvert Vaux Park, New York, NY"
674,"Highbridge Park, New York, NY"
675,"Astoria Park, New York, NY"
676,"Sara D. Roosevelt Park, New York, NY"
677,"Calvert Vaux Park, New York, NY"
678,"Madison Square Park, New York, NY"
679,"Frank Principe Park / Maurice Park, New York, NY"
680,"Corporal John A. Seravalli Playground, New York, NY"
681,"Bill Brown Playground, New York, NY"
682,"Calvert Vaux Park, New York, NY"
683,"Madison Square Park, New York, NY"
684,"Madison Square Park, New York, NY"
685,"Central Park, New York, NY"
686,"Alley Pond Park, New York, NY"
687,"Central Park, New York, NY"
689,"Randall's Island Park, New York, NY"
690,"Pelham Bay Park, New York, NY"
692,"LaTourette Park & Golf Course, New York, NY"
693,"De Witt Clinton Park, New York, NY"
694,"Madison Square Park, New York, NY"
695,"Randall's Island Park, New York, NY"
696,"Sara D. Roosevelt Park, New York, NY"
697,"Shore Road Park, New York, NY"
699,"Central Park, New York, NY"
700,"Central Park, New York, NY"
701,"Big Bush Park, New York, NY"
702,"Central Park, New York, NY"
703,"College Point Fields, New York, NY"
704,"Red Hook Recreation Area, New York, NY"
705,"Frederick Douglass Playground, New York, NY"
706,"Bill Brown Playground, New York, NY"
707,"Bushwick Inlet Park, New York, NY"
708,"CC Moore Homestead Playground, New York, NY"
709,"Highland Park, New York, NY"
710,"Williamsbridge Oval, New York, NY"
711,"Montbellier Park, New York, NY"
712,"Sara D. Roosevelt Park, New York, NY"
713,"EAST   57 STREET between MADISON AVENUE and FIFTH AVENUE, New York, NY"
714,"Helen Marshall Playground, New York, NY"
715,"Fort Tryon Park, New York, NY"
716,"Robert Moses Playground, New York, NY"
717,"Bloomingdale Park, New York, NY"
718,"Randall's Island Park, New York, NY"
719,"St. Michael's Playground, New York, NY"
720,"Randall's Island Park, New York, NY"
722,"Coffey Park, New York, NY"
723,"Fairview Park, New York, NY"
724,"Central Park, New York, NY"
725,"Central Park, New York, NY"
726,"Tanahey Playground, New York, NY"
727,"Bill Brown Playground, New York, NY"
728,"Addabbo Park, New York, NY"
729,"Randall's Island Park, New York, NY"
730,"Hinton Park, New York, NY"
733,"Randall's Island Park, New York, NY"
734,"Central Park, New York, NY"
735,"Bill Brown Playground, New York, NY"
736,"Central Park, New York, NY"
737,"Lou Gehrig Plaza, New York, NY"
738,"Peter's Field, New York, NY"
740,"Addabbo Park, New York, NY"
741,"Flushing Meadows Corona Park, New York, NY"
742,"CARROLL STREET between SMITH STREET and COURT STREET, New York, NY"
743,"Kissena Park, New York, NY"
745,"Hamilton Metz Field, New York, NY"
746,"Central Park, New York, NY"
747,"Frank Principe Park / Maurice Park, New York, NY"
748,"Marine Park, New York, NY"
749,"Madison Square Park, New York, NY"
750,"Prospect Park, New York, NY"
751,"Union Square Park, New York, NY"
753,"Randall's Island Park, New York, NY"
754,"Ambrosini Field, New York, NY"
755,"33rd Street Plaza, New York, NY"
756,"Hinton Park, New York, NY"
757,"Central Park, New York, NY"
758,"Flushing Meadows Corona Park, New York, NY"
759,"Bill Brown Playground, New York, NY"
760,"Alley Pond Park, New York, NY"
761,"Newtown Barge Playground, New York, NY"
762,"Parade Ground, New York, NY"
764,"College Point Fields, New York, NY"
766,"Baisley Pond Park, New York, NY"
767,"Baisley Pond Park, New York, NY"
768,"Newtown Barge Playground, New York, NY"
769,"Highland Park, New York, NY"
770,"Tanahey Playground, New York, NY"
771,"Central Park, New York, NY"
773,"Mafera Park, New York, NY"
774,"ISHAM STREET between SEAMAN AVENUE and COOPER STREET, New York, NY"
775,"Madison Square Park, New York, NY"
776,"Forest Park, New York, NY"
777,"Randall's Island Park, New York, NY"
778,"Coffey Park, New York, NY"
779,"Alley Pond Park, New York, NY"
780,"Madison Square Park, New York, NY"
782,"Bushwick Inlet Park, New York, NY"
783,"De Witt Clinton Park, New York, NY"
784,"Central Park, New York, NY"
786,"PRINCE STREET between MULBERRY STREET and MOTT STREET, New York, NY"
788,"Addabbo Park, New York, NY"
789,"Parade Ground, New York, NY"
791,"Canarsie Park, New York, NY"
792,"Central Park, New York, NY"
793,"Stop & Go Playground, New York, NY"
794,"Astoria Park, New York, NY"
795,"Central Park, New York, NY"
796,"Cobble Hill Park, New York, NY"
797,"WEST END AVENUE between WEST   86 STREET and WEST   87 STREET, New York, NY"
798,"Canarsie Park, New York, NY"
799,"Forest Park, New York, NY"
800,"KNICKERBOCKER AVENUE between MYRTLE AVENUE and GREENE AVENUE, New York, NY"
801,"71st Avenue Plaza, New York, NY"
802,"LaTourette Park & Golf Course, New York, NY"
803,"Central Park, New York, NY"
804,"Torsney Playground, New York, NY"
805,"Bush Terminal Park, New York, NY"
806,"Fort Tryon Park, New York, NY"
807,"Highland Park, New York, NY"
808,"Flushing Meadows Corona Park, New York, NY"
809,"West Playground, New York, NY"
810,"Marine Park, New York, NY"
811,"Randall's Island Park, New York, NY"
812,"Madison Square Park, New York, NY"
813,"Columbus Park, New York, NY"
815,"Chelsea Park, New York, NY"
816,"Bill Brown Playground, New York, NY"
817,"Highbridge Park, New York, NY"
818,"Thomas Jefferson Park, New York, NY"
819,"Markham Playground, New York, NY"
820,"Red Hook Recreation Area, New York, NY"
821,"Madison Square Park, New York, NY"
822,"Central Park, New York, NY"
823,"Madison Square Park, New York, NY"
824,"Madison Square Park, New York, NY"
825,"Highland Park, New York, NY"
826,"Central Park, New York, NY"
